timestamp,scrape_time_utc,source,event,tourney_level,tourney_name,bucket_index,match_index,player1_raw,player2_raw,player1_normalized,player2_normalized,match_time,match_time_raw,is_live,player1_odds_american,player2_odds_american,player1_odds_decimal,player2_odds_decimal,player1_implied_prob,player2_implied_prob,spread_handicap,spread_odds_p1,spread_odds_p2,total_games,total_odds_over,total_odds_under,has_win,has_spread,has_total,is_bettable_row,row_key
2026-07-12 23:25:46,2026-07-12 23:25:46,bovada,ATP - Gstaad (12),ATP,Gstaad,1,1,Lorenzo Sonego,Joel Josef Schwarzler,lorenzo sonego,joel josef schwarzler,7/13/26 8:30 AM,7/13/26 8:30 AM,False,-220,+180,1.4545454545454546,2.8,0.6875,0.35714285714285715,-2.5,(-115),(-115),23.0,(-115),(-115),True,True,True,True,ATP - Gstaad (12)|joel josef schwarzler|lorenzo sonego|7/13/26 8:30 AM|-220|+180
2026-07-12 23:25:46,2026-07-12 23:25:46,bovada,ATP - Gstaad (12),ATP,Gstaad,1,2,Kilian Feldbausch,Miomir Kecmanovic,kilian feldbausch,miomir kecmanovic,7/13/26 9:40 AM,7/13/26 9:40 AM,False,+220,-275,3.2,1.3636363636363638,0.3125,0.7333333333333333,+3.5,(-110),(-120),22.0,(-110),(-120),True,True,True,True,ATP - Gstaad (12)|kilian feldbausch|miomir kecmanovic|7/13/26 9:40 AM|+220|-275
2026-07-12 23:25:46,2026-07-12 23:25:46,bovada,ATP - Gstaad (12),ATP,Gstaad,1,3,Clement Tabur,Jurij Rodionov,clement tabur,jurij rodionov,7/13/26 10:10 AM,7/13/26 10:10 AM,False,-145,+120,1.6896551724137931,2.2,0.5918367346938775,0.45454545454545453,-1.5,(-115),(-115),23.0,(-115),(-115),True,True,True,True,ATP - Gstaad (12)|clement tabur|jurij rodionov|7/13/26 10:10 AM|-145|+120
2026-07-12 23:25:47,2026-07-12 23:25:47,bovada,ATP - Gstaad (12),ATP,Gstaad,1,4,Raphael Collignon,Timofey Skatov,raphael collignon,timofey skatov,7/13/26 11:20 AM,7/13/26 11:20 AM,False,-900,+575,1.1111111111111112,6.75,0.8999999999999999,0.14814814814814814,-4.5,(-130),(EVEN),20.5,(-120),(-110),True,True,True,True,ATP - Gstaad (12)|raphael collignon|timofey skatov|7/13/26 11:20 AM|-900|+575
2026-07-12 23:25:47,2026-07-12 23:25:47,bovada,ATP - Gstaad (12),ATP,Gstaad,1,5,Dominic Stephan Stricker,Jaume Munar,dominic stephan stricker,jaume munar,7/13/26 3:30 PM,7/13/26 3:30 PM,False,+260,-325,3.6,1.3076923076923077,0.2777777777777778,0.7647058823529411,+4.0,(-125),(-105),22.0,(-120),(-110),True,True,True,True,ATP - Gstaad (12)|dominic stephan stricker|jaume munar|7/13/26 3:30 PM|+260|-325
2026-07-12 23:25:47,2026-07-12 23:25:47,bovada,ATP - Gstaad (12),ATP,Gstaad,1,6,Alexandre Muller,Alexander Shevchenko,alexandre muller,alexander shevchenko,7/14/26 8:30 AM,7/14/26 8:30 AM,False,+120,-145,2.2,1.6896551724137931,0.45454545454545453,0.5918367346938775,+1.5,(-105),(-125),22.5,(-110),(-120),True,True,True,True,ATP - Gstaad (12)|alexander shevchenko|alexandre muller|7/14/26 8:30 AM|+120|-145
2026-07-12 23:25:47,2026-07-12 23:25:47,bovada,ATP - Gstaad (12),ATP,Gstaad,1,7,Federico Cina,Quentin Halys,federico cina,quentin halys,7/14/26 8:30 AM,7/14/26 8:30 AM,False,+125,-150,2.25,1.6666666666666665,0.4444444444444444,0.6000000000000001,+1.5,(-110),(-120),22.5,(-125),(-105),True,True,True,True,ATP - Gstaad (12)|federico cina|quentin halys|7/14/26 8:30 AM|+125|-150
2026-07-12 23:25:48,2026-07-12 23:25:48,bovada,ATP - Gstaad (12),ATP,Gstaad,1,8,Jaime Faria,Stan Wawrinka,jaime faria,stan wawrinka,7/14/26 8:30 AM,7/14/26 8:30 AM,False,-225,+185,1.4444444444444444,2.85,0.6923076923076923,0.3508771929824561,-2.5,(-130),(EVEN),23.5,(EVEN),(-130),True,True,True,True,ATP - Gstaad (12)|jaime faria|stan wawrinka|7/14/26 8:30 AM|-225|+185
2026-07-12 23:25:48,2026-07-12 23:25:48,bovada,ATP - Gstaad (12),ATP,Gstaad,1,9,Jerome Kym,Dylan Dietrich,jerome kym,dylan dietrich,7/14/26 8:30 AM,7/14/26 8:30 AM,False,-155,+130,1.6451612903225805,2.3,0.607843137254902,0.4347826086956522,-1.5,(-120),(-110),22.5,(-115),(-115),True,True,True,True,ATP - Gstaad (12)|dylan dietrich|jerome kym|7/14/26 8:30 AM|-155|+130
2026-07-12 23:25:48,2026-07-12 23:25:48,bovada,ATP - Gstaad (12),ATP,Gstaad,1,10,Juan Manuel Cerundolo,Zdenek Kolar,juan manuel cerundolo,zdenek kolar,7/14/26 8:30 AM,7/14/26 8:30 AM,False,-325,+260,1.3076923076923077,3.6,0.7647058823529411,0.2777777777777778,-3.5,(-135),(+105),22.5,(-105),(-125),True,True,True,True,ATP - Gstaad (12)|juan manuel cerundolo|zdenek kolar|7/14/26 8:30 AM|-325|+260
